image_path,label
images/image_728.png,3
images/image_729.png,2
images/image_730.png,4
images/image_731.png,2
images/image_732.png,6
images/image_733.png,4
images/image_734.png,3
images/image_735.png,4
images/image_736.png,3
images/image_737.png,3
images/image_738.png,3
images/image_739.png,2
images/image_740.png,0
images/image_741.png,2
images/image_742.png,5
images/image_743.png,0
images/image_744.png,2
images/image_745.png,2
images/image_746.png,2
images/image_747.png,6
images/image_748.png,2
images/image_749.png,4
images/image_750.png,5
images/image_751.png,5
images/image_752.png,4
images/image_753.png,4
images/image_754.png,4
images/image_755.png,2
images/image_756.png,0
images/image_757.png,6
images/image_758.png,1
images/image_759.png,5
images/image_760.png,3
images/image_761.png,4
images/image_762.png,6
images/image_763.png,5
images/image_764.png,0
images/image_765.png,0
images/image_766.png,6
images/image_767.png,6
images/image_768.png,2
images/image_769.png,2
images/image_770.png,4
images/image_771.png,5
images/image_772.png,6
images/image_773.png,2
images/image_774.png,3
images/image_775.png,3
images/image_776.png,4
images/image_777.png,5
images/image_778.png,0
images/image_779.png,4
images/image_780.png,3
images/image_781.png,6
images/image_782.png,4
images/image_783.png,5
images/image_784.png,5
images/image_785.png,6
images/image_786.png,3
images/image_787.png,6
images/image_788.png,5
images/image_789.png,5
images/image_790.png,0
images/image_791.png,3
images/image_792.png,3
images/image_793.png,6
images/image_794.png,2
images/image_795.png,6
images/image_796.png,5
images/image_797.png,0
images/image_798.png,4
images/image_799.png,2
images/image_800.png,4
images/image_801.png,6
images/image_802.png,3
images/image_803.png,3
images/image_804.png,2
images/image_805.png,4
images/image_806.png,2
images/image_807.png,1
images/image_808.png,4
images/image_809.png,3
images/image_810.png,3
images/image_811.png,2
images/image_812.png,4
images/image_813.png,3
images/image_814.png,5
images/image_815.png,2
images/image_816.png,0
images/image_817.png,3
images/image_818.png,4
images/image_819.png,5
images/image_820.png,3
images/image_821.png,3
images/image_822.png,4
images/image_823.png,0
images/image_824.png,0
images/image_825.png,2
images/image_826.png,1
images/image_827.png,3
images/image_828.png,4
images/image_829.png,3
images/image_830.png,3
images/image_831.png,4
images/image_832.png,6
images/image_833.png,2
images/image_834.png,0
images/image_835.png,0
images/image_836.png,2
images/image_837.png,5
images/image_838.png,6
images/image_839.png,4
images/image_840.png,3
images/image_841.png,6
images/image_842.png,0
images/image_843.png,5
images/image_844.png,4
images/image_845.png,1
images/image_846.png,2
images/image_847.png,2
images/image_848.png,5
images/image_849.png,3
images/image_850.png,0
images/image_851.png,0
images/image_852.png,6
images/image_853.png,5
images/image_854.png,0
images/image_855.png,6
images/image_856.png,3
images/image_857.png,5
images/image_858.png,6
images/image_859.png,2
images/image_860.png,0
images/image_861.png,0
images/image_862.png,2
images/image_863.png,3
images/image_864.png,1
images/image_865.png,5
images/image_866.png,4
images/image_867.png,5
images/image_868.png,5
images/image_869.png,2
images/image_870.png,3
images/image_871.png,2
images/image_872.png,2
images/image_873.png,3
images/image_874.png,6
images/image_875.png,6
images/image_876.png,0
images/image_877.png,6
images/image_878.png,4
images/image_879.png,0
images/image_880.png,3
images/image_881.png,0
images/image_882.png,4
images/image_883.png,0
images/image_884.png,6
images/image_885.png,6
images/image_886.png,2
images/image_887.png,3
images/image_888.png,5
images/image_889.png,4
images/image_890.png,2
images/image_891.png,6
images/image_892.png,3
images/image_893.png,5
images/image_894.png,5
images/image_895.png,3
images/image_896.png,2
images/image_897.png,3
images/image_898.png,3
images/image_899.png,4
images/image_900.png,0
images/image_901.png,6
images/image_902.png,4
images/image_903.png,4
images/image_904.png,2
images/image_905.png,6
images/image_906.png,3
images/image_907.png,2
images/image_908.png,0
images/image_909.png,5
images/image_910.png,4
images/image_911.png,2
images/image_912.png,6
images/image_913.png,6
images/image_914.png,2
images/image_915.png,3
images/image_916.png,6
images/image_917.png,6
images/image_918.png,4
images/image_919.png,6
images/image_920.png,2
images/image_921.png,3
images/image_922.png,4
images/image_923.png,0
images/image_924.png,2
images/image_925.png,6
images/image_926.png,3
images/image_927.png,4
images/image_928.png,0
images/image_929.png,4
images/image_930.png,6
images/image_931.png,6
images/image_932.png,0
images/image_933.png,4
images/image_934.png,4
images/image_935.png,0
images/image_936.png,6
images/image_937.png,6
images/image_938.png,0
images/image_939.png,4
images/image_940.png,2
images/image_941.png,2
images/image_942.png,3
images/image_943.png,3
images/image_944.png,4
images/image_945.png,6
images/image_946.png,0
images/image_947.png,5
images/image_948.png,3
images/image_949.png,2
images/image_950.png,0
images/image_951.png,3
images/image_952.png,6
images/image_953.png,4
images/image_954.png,2
images/image_955.png,4
images/image_956.png,6
images/image_957.png,4
images/image_958.png,6
images/image_959.png,2
images/image_960.png,5
images/image_961.png,0
images/image_962.png,0
images/image_963.png,0
images/image_964.png,5
images/image_965.png,0
images/image_966.png,0
images/image_967.png,6
images/image_968.png,3
images/image_969.png,3
images/image_970.png,6
images/image_971.png,0
images/image_972.png,5
images/image_973.png,3
images/image_974.png,0
images/image_975.png,6
images/image_976.png,4
images/image_977.png,4
images/image_978.png,2
images/image_979.png,6
images/image_980.png,0
images/image_981.png,3
images/image_982.png,2
images/image_983.png,2
images/image_984.png,3
images/image_985.png,0
images/image_986.png,4
images/image_987.png,4
images/image_988.png,4
images/image_989.png,6
images/image_990.png,4
images/image_991.png,6
images/image_992.png,6
images/image_993.png,5
images/image_994.png,2
images/image_995.png,3
images/image_996.png,6
images/image_997.png,3
images/image_998.png,0
images/image_999.png,6
images/image_1000.png,6
images/image_1001.png,4
images/image_1002.png,6
images/image_1003.png,4
images/image_1004.png,3
images/image_1005.png,4
images/image_1006.png,3
images/image_1007.png,4
images/image_1008.png,2
images/image_1009.png,4
images/image_1010.png,4
images/image_1011.png,4
images/image_1012.png,3
images/image_1013.png,2
images/image_1014.png,3
images/image_1015.png,0
images/image_1016.png,0
images/image_1017.png,3
images/image_1018.png,0
images/image_1019.png,4
images/image_1020.png,3
images/image_1021.png,6
images/image_1022.png,4
images/image_1023.png,3
images/image_1024.png,0
images/image_1025.png,2
images/image_1026.png,4
images/image_1027.png,3
images/image_1028.png,5
images/image_1029.png,3
images/image_1030.png,4
images/image_1031.png,4
images/image_1032.png,3
images/image_1033.png,5
images/image_1034.png,2
images/image_1035.png,4
images/image_1036.png,2
images/image_1037.png,6
images/image_1038.png,3
images/image_1039.png,0
images/image_1040.png,5
images/image_1041.png,4
images/image_1042.png,5
images/image_1043.png,5
images/image_1044.png,3
images/image_1045.png,6
images/image_1046.png,3
images/image_1047.png,3
images/image_1048.png,3
images/image_1049.png,3
images/image_1050.png,5
images/image_1051.png,0
images/image_1052.png,3
images/image_1053.png,3
images/image_1054.png,6
images/image_1055.png,4
images/image_1056.png,3
images/image_1057.png,3
images/image_1058.png,3
images/image_1059.png,5
images/image_1060.png,6
images/image_1061.png,0
images/image_1062.png,6
images/image_1063.png,2
images/image_1064.png,2
images/image_1065.png,3
images/image_1066.png,0
images/image_1067.png,4
images/image_1068.png,6
images/image_1069.png,4
images/image_1070.png,5
images/image_1071.png,0
images/image_1072.png,3
images/image_1073.png,1
images/image_1074.png,3
images/image_1075.png,2
images/image_1076.png,3
images/image_1077.png,3
images/image_1078.png,4
images/image_1079.png,2
images/image_1080.png,6
images/image_1081.png,3
images/image_1082.png,3
images/image_1083.png,3
images/image_1084.png,5
images/image_1085.png,3
images/image_1086.png,2
images/image_1087.png,5
images/image_1088.png,3
images/image_1089.png,2
images/image_1090.png,0
images/image_1091.png,4
images/image_1092.png,2
images/image_1093.png,6
images/image_1094.png,6
images/image_1095.png,3
images/image_1096.png,1
images/image_1097.png,3
images/image_1098.png,0
images/image_1099.png,3
images/image_1100.png,2
images/image_1101.png,6
images/image_1102.png,0
images/image_1103.png,3
images/image_1104.png,2
images/image_1105.png,0
images/image_1106.png,0
images/image_1107.png,5
images/image_1108.png,0
images/image_1109.png,5
images/image_1110.png,6
images/image_1111.png,3
images/image_1112.png,4
images/image_1113.png,3
images/image_1114.png,6
images/image_1115.png,1
images/image_1116.png,2
images/image_1117.png,3
images/image_1118.png,5
images/image_1119.png,6
images/image_1120.png,5
images/image_1121.png,3
images/image_1122.png,0
images/image_1123.png,0
images/image_1124.png,0
images/image_1125.png,4
images/image_1126.png,6
images/image_1127.png,0
images/image_1128.png,2
images/image_1129.png,4
images/image_1130.png,3
images/image_1131.png,3
images/image_1132.png,5
images/image_1133.png,2
images/image_1134.png,4
images/image_1135.png,5
images/image_1136.png,6
images/image_1137.png,2
images/image_1138.png,4
images/image_1139.png,4
images/image_1140.png,3
images/image_1141.png,3
images/image_1142.png,6
images/image_1143.png,2
images/image_1144.png,4
images/image_1145.png,5
images/image_1146.png,3
images/image_1147.png,0
images/image_1148.png,4
images/image_1149.png,3
images/image_1150.png,0
images/image_1151.png,3
images/image_1152.png,3
images/image_1153.png,4
images/image_1154.png,2
images/image_1155.png,3
images/image_1156.png,4
images/image_1157.png,5
images/image_1158.png,0
images/image_1159.png,3
images/image_1160.png,0
images/image_1161.png,6
images/image_1162.png,5
images/image_1163.png,2
images/image_1164.png,3
images/image_1165.png,3
images/image_1166.png,0
images/image_1167.png,3
images/image_1168.png,0
images/image_1169.png,2
images/image_1170.png,0
images/image_1171.png,2
images/image_1172.png,5
images/image_1173.png,4
images/image_1174.png,3
images/image_1175.png,4
images/image_1176.png,5
images/image_1177.png,0
images/image_1178.png,0
images/image_1179.png,6
images/image_1180.png,3
images/image_1181.png,0
images/image_1182.png,3
images/image_1183.png,6
images/image_1184.png,4
images/image_1185.png,5
images/image_1186.png,3
images/image_1187.png,3
images/image_1188.png,4
images/image_1189.png,6
images/image_1190.png,3
images/image_1191.png,4
images/image_1192.png,0
images/image_1193.png,2
images/image_1194.png,0
images/image_1195.png,6
images/image_1196.png,3
images/image_1197.png,3
images/image_1198.png,4
images/image_1199.png,6
images/image_1200.png,0
images/image_1201.png,5
images/image_1202.png,3
images/image_1203.png,3
images/image_1204.png,0
images/image_1205.png,3
images/image_1206.png,6
images/image_1207.png,4
images/image_1208.png,4
images/image_1209.png,3
images/image_1210.png,0
images/image_1211.png,0
images/image_1212.png,3
images/image_1213.png,0
images/image_1214.png,5
images/image_1215.png,0
images/image_1216.png,0
images/image_1217.png,3
images/image_1218.png,6
images/image_1219.png,3
images/image_1220.png,6
images/image_1221.png,0
images/image_1222.png,6
images/image_1223.png,4
images/image_1224.png,5
images/image_1225.png,0
images/image_1226.png,0
images/image_1227.png,6
images/image_1228.png,2
images/image_1229.png,4
images/image_1230.png,6
images/image_1231.png,2
images/image_1232.png,5
images/image_1233.png,0
images/image_1234.png,4
images/image_1235.png,0
images/image_1236.png,6
images/image_1237.png,3
images/image_1238.png,2
images/image_1239.png,5
images/image_1240.png,2
images/image_1241.png,3
images/image_1242.png,0
images/image_1243.png,4
images/image_1244.png,2
images/image_1245.png,6
images/image_1246.png,3
images/image_1247.png,4
images/image_1248.png,6
images/image_1249.png,5
images/image_1250.png,0
images/image_1251.png,6
images/image_1252.png,0
images/image_1253.png,2
images/image_1254.png,3
images/image_1255.png,0
images/image_1256.png,6
images/image_1257.png,3
images/image_1258.png,3
images/image_1259.png,6
images/image_1260.png,3
images/image_1261.png,5
images/image_1262.png,3
images/image_1263.png,4
images/image_1264.png,4
images/image_1265.png,1
images/image_1266.png,3
images/image_1267.png,0
images/image_1268.png,0
images/image_1269.png,3
images/image_1270.png,1
images/image_1271.png,6
images/image_1272.png,3
images/image_1273.png,2
images/image_1274.png,2
images/image_1275.png,3
images/image_1276.png,4
images/image_1277.png,6
images/image_1278.png,5
images/image_1279.png,6
images/image_1280.png,6
images/image_1281.png,4
images/image_1282.png,3
images/image_1283.png,3
images/image_1284.png,6
images/image_1285.png,3
images/image_1286.png,6
images/image_1287.png,4
images/image_1288.png,3
images/image_1289.png,5
images/image_1290.png,6
images/image_1291.png,5
images/image_1292.png,6
images/image_1293.png,4
images/image_1294.png,4
images/image_1295.png,3
images/image_1296.png,6
images/image_1297.png,3
images/image_1298.png,4
images/image_1299.png,0
images/image_1300.png,6
images/image_1301.png,2
images/image_1302.png,2
images/image_1303.png,6
images/image_1304.png,6
images/image_1305.png,2
images/image_1306.png,6
images/image_1307.png,4
images/image_1308.png,0
images/image_1309.png,3
images/image_1310.png,1
images/image_1311.png,0
images/image_1312.png,4
images/image_1313.png,6
images/image_1314.png,4
images/image_1315.png,4
images/image_1316.png,3
images/image_1317.png,0
images/image_1318.png,5
images/image_1319.png,3
images/image_1320.png,5
images/image_1321.png,2
images/image_1322.png,2
images/image_1323.png,6
images/image_1324.png,6
images/image_1325.png,2
images/image_1326.png,3
images/image_1327.png,5
images/image_1328.png,6
images/image_1329.png,4
images/image_1330.png,3
images/image_1331.png,4
images/image_1332.png,2
images/image_1333.png,6
images/image_1334.png,3
images/image_1335.png,3
images/image_1336.png,6
images/image_1337.png,4
images/image_1338.png,0
images/image_1339.png,6
images/image_1340.png,0
images/image_1341.png,3
images/image_1342.png,2
images/image_1343.png,2
images/image_1344.png,6
images/image_1345.png,2
images/image_1346.png,2
images/image_1347.png,6
images/image_1348.png,4
images/image_1349.png,0
images/image_1350.png,0
images/image_1351.png,2
images/image_1352.png,6
images/image_1353.png,4
images/image_1354.png,3
images/image_1355.png,3
images/image_1356.png,4
images/image_1357.png,6
images/image_1358.png,0
images/image_1359.png,5
images/image_1360.png,3
images/image_1361.png,4
